Month,Trial ID,Drug / therapy,Short description,Company sponsor,Primary completion date,Phases,Study URL,Brief title,Press release check status,Checked against cutoff,Matched title,Matched source,Matched link,Matched publication date,Matched source type
February,NCT05621616,mirabegron,Investigational therapy being studied to treat Neurogenic Detrusor Overactivity.,"Astellas Pharma Global Development, Inc.",2026-02-16,PHASE3,https://clinicaltrials.gov/study/NCT05621616,A Study to Learn How Effective and Safe the Drug 'Mirabegron' is and How Long it Stays in the Body of Children Aged 6 Months to Less Than 3 Years of Age With Neurogenic Detrusor Overactivity,no_match_found,yes,,,,,
February,NCT03661320,Cisplatin + Gemcitabine + Nivolumab,Combination regimen being studied to treat Urinary Bladder Neoplasms and Muscle Invasive Bladder Cancer.,Bristol-Myers Squibb,2026-02-16,PHASE3,https://clinicaltrials.gov/study/NCT03661320,"A Study to Compare Chemotherapy Alone Versus Chemotherapy Plus Nivolumab or Nivolumab and BMS-986205, Followed by Continued Therapy After Surgery With Nivolumab or Nivolumab and BMS-986205 in Participants With Muscle Invasive Bladder Cancer",no_match_found,yes,Adding cisplatin to radiation fails to extend survival in intermediate-risk cervical cancer,Healio,https://www.healio.com/news/hematology-oncology/20250320/adding-cisplatin-to-radiation-fails-to-extend-survival-in-intermediaterisk-cervical-cancer,"Fri, 21 Mar 2025 02:03:00 GMT",media
February,NCT07136766,Facial Toner,Investigational therapy being studied to treat Hyperpigmentation.,"Good Molecules, LLC",2026-02-16,PHASE3,https://clinicaltrials.gov/study/NCT07136766,An 18-week Study to Evaluate a Test Product With a Marketed Prescription Product,no_match_found,yes,,,,,
February,NCT06630559,CT-P55 + EU-approved Cosentyx,Imaging agent being studied to help detect or evaluate Plaque Psoriasis.,Celltrion,2026-02-18,PHASE3,https://clinicaltrials.gov/study/NCT06630559,A Study to Compare Efficacy and Safety of CT-P55 and Cosentyx in Patients With Moderate to Severe Psoriasis,no_match_found,yes,Celltrion launches phase 3 trial for psoriasis biosimilar CT-P55 in Europe,조선일보,https://biz.chosun.com/en/en-science/2025/02/18/B2CB66ZZ6JF25IDJEH5WHQCAHY/,"Tue, 18 Feb 2025 00:06:00 GMT",media
February,NCT04821622,talazoparib plus enzalutamide,Investigational therapy being studied to treat Prostate Cancer.,Pfizer,2026-02-18,PHASE3,https://clinicaltrials.gov/study/NCT04821622,Study of Talazoparib With Enzalutamide in Men With DDR Gene Mutated mCSPC,no_match_found,yes,Pfizer and Astellas Advance Prostate Cancer Study with Promising Drug Combo,MSN,https://www.msn.com/en-us/science/general/pfizer-and-astellas-advance-prostate-cancer-study-with-promising-drug-combo/ar-AA1JFD8m,"Thu, 31 Jul 2025 12:24:00 GMT",media
February,NCT06589765,HRS-7535 tablet + dapagliflozin tablet,Combination regimen being studied to treat Type 2 Diabetes.,"Shandong Suncadia Medicine Co., Ltd.",2026-02-18,PHASE3,https://clinicaltrials.gov/study/NCT06589765,A Study of HRS-7535 Compared With Dapagliflozin in Adult Participants With Type 2 Diabetes and Inadequately Controlled With Metformin,no_match_found,yes,,,,,
February,NCT04562389,Ruxolitinib + Selinexor,Combination regimen being studied to treat Myelofibrosis.,Karyopharm Therapeutics Inc,2026-02-20,PHASE3,https://clinicaltrials.gov/study/NCT04562389,Study of Selinexor in Combination With Ruxolitinib in Myelofibrosis,result_news_found_but_not_press_release,yes,Karyopharm shares rise 10% after mixed Phase 3 SENTRY trial results,MSN,https://www.msn.com/en-us/money/general/karyopharm-shares-rise-10-after-mixed-phase-3-sentry-trial-results/ar-AA1Zj8F4,"Tue, 24 Mar 2026 06:20:00 GMT",media
February,NCT05648968,Ianalumab,Investigational therapy being studied to treat Warm Autoimmune Hemolytic Anemia (wAIHA).,Novartis Pharmaceuticals,2026-02-20,PHASE3,https://clinicaltrials.gov/study/NCT05648968,A Study of Efficacy and Safety of Ianalumab in Previously Treated Patients With Warm Autoimmune Hemolytic Anemia,result_news_found_but_not_press_release,yes,Novartis sees positive results when Ianalumab added to Promacta for thrombocytopenia,MSN,https://www.msn.com/en-us/health/other/novartis-sees-positive-results-when-ianalumab-added-to-promacta-for-thrombocytopenia/ar-AA1S1SbV,"Tue, 09 Dec 2025 11:25:00 GMT",media
February,NCT04974398,Penpulimab,Investigational therapy being studied to treat Nasopharyngeal Carcinoma.,Akeso,2026-02-23,PHASE3,https://clinicaltrials.gov/study/NCT04974398,A Study of Penpulimab (AK105) in the First-line Treatment of Recurrent or Metastatic Nasopharyngeal Carcinoma,no_match_found,yes,"Akeso, Inc.: Akeso Announces FDA Approval for Penpulimab-kcqx in Two BLA Indications for Comprehensive Treatment of Advanced Nasopharyngeal Carcinoma",Finanznachrichten,https://www.finanznachrichten.de/nachrichten-2025-04/65211501-akeso-inc-akeso-announces-fda-approval-for-penpulimab-kcqx-in-two-bla-indications-for-comprehensive-treatment-of-advanced-nasopharyngeal-carcinoma-008.htm,"Thu, 24 Apr 2025 19:15:00 GMT",media
February,NCT05301842,Durvalumab + Lenvatinib + Transarterial Chemoembolization (TACE) (+1 more),Combination regimen being studied to treat Hepatocellular Carcinoma.,AstraZeneca,2026-02-23,PHASE3,https://clinicaltrials.gov/study/NCT05301842,Evaluate Durvalumab and Tremelimumab +/- Lenvatinib in Combination With TACE in Patients With Locoregional HCC,result_news_found_but_not_press_release,yes,Imfinzi plus Imjudo combined with lenvatinib and TACE demonstrated a statistically significant and clinically meaningful improvement in progression-free survival in ...,Pharmabiz,https://pharmabiz.com/NewsDetails.aspx?aid=185172&sid=2,"Sat, 04 Apr 2026 06:00:00 GMT",media
February,NCT06113445,Povorcitinib,Investigational therapy being studied to treat NonSegmental Vitiligo.,Incyte Corporation,2026-02-24,PHASE3,https://clinicaltrials.gov/study/NCT06113445,A Study to Evaluate Efficacy and Safety of Povorcitinib in Participants With Nonsegmental Vitiligo (STOP-V1),no_match_found,yes,Incyte’s JAK inhibitor scores phase 3 vitiligo wins but can’t quite shake off Rinvoq,FierceBiotech,https://www.fiercebiotech.com/biotech/incytes-jak-inhibitor-scores-phase-3-vitiligo-wins-cant-quite-shake-rinvoq,"Tue, 28 Apr 2026 02:52:00 GMT",media
February,NCT05742802,Tozorakimab 1 + Tozorakimab 2,Combination regimen being studied to treat Chronic Obstructive Pulmonary Disease (COPD).,AstraZeneca,2026-02-26,PHASE3,https://clinicaltrials.gov/study/NCT05742802,Long-term Efficacy and Safety of Tozorakimab in Participants With Chronic Obstructive Pulmonary Disease With a History of Exacerbations (PROSPERO).,result_news_found_but_not_press_release,yes,AZ is three for three with COPD hope tozorakimab,pharmaphorum,https://pharmaphorum.com/news/az-three-three-copd-hope-tozorakimab,"Thu, 07 May 2026 17:00:00 GMT",media
February,NCT03383458,Nivolumab,Investigational therapy being studied to treat Hepatocellular Carcinoma and Liver Cancer.,Bristol-Myers Squibb,2026-02-27,PHASE3,https://clinicaltrials.gov/study/NCT03383458,A Study of Nivolumab in Participants With Hepatocellular Carcinoma Who Are at High Risk of Recurrence After Curative Hepatic Resection or Ablation,no_match_found,yes,"FDA rejects melanoma drug, again",Becker's Hospital Review,https://www.beckershospitalreview.com/pharmacy/fda-rejects-melanoma-drug-again/,"Fri, 15 May 2026 09:36:00 GMT",media
February,NCT05468489,Atezolizumab + chemotherapy (carboplatin-etoposide) + Serplulimab + chemotherapy (carboplatin-etoposide),Combination regimen being studied to treat Extensive Stage Small Cell Lung Cancer.,Shanghai Henlius Biotech,2026-02-28,PHASE3,https://clinicaltrials.gov/study/NCT05468489,To Evaluate Efficacy and Safety of Serplulimab + Chemotherapy (Carboplatin- Etoposide) in US Patients With ES-SCLC,no_match_found,yes,No Survival Benefit Seen With Adjuvant Atezolizumab in TNBC,Medscape,https://www.medscape.com/viewarticle/no-survival-benefit-seen-adjuvant-atezolizumab-tnbc-2026a1000f20,"Sun, 10 May 2026 17:00:00 GMT",media
February,NCT05201404,Namodenoson,Investigational therapy being studied to treat Hepatocellular Carcinoma and Cirrhosis.,Can-Fite BioPharma,2026-02,PHASE3,https://clinicaltrials.gov/study/NCT05201404,Namodenoson in the Treatment of Advanced Hepatocellular Carcinoma in Patients With Child-Pugh Class B7 Cirrhosis,no_match_found,yes,"Following Positive Phase 2a Pancreatic Cancer Data, Can-Fite Advances Namodenoson into Phase 2b Combination Study with Immunotherapy",Markets Insider,https://markets.businessinsider.com/news/stocks/following-positive-phase-2a-pancreatic-cancer-data-can-fite-advances-namodenoson-into-phase-2b-combination-study-with-immunotherapy-1036149434,"Wed, 13 May 2026 04:16:00 GMT",media
February,NCT05711940,Psilocybin,Investigational therapy being studied to treat Treatment Resistant Depression.,COMPASS Pathways,2026-02,PHASE3,https://clinicaltrials.gov/study/NCT05711940,"Efficacy, Safety, and Tolerability of Two Administrations of COMP360 in Participants With TRD",likely_press_release_found,yes,Compass Pathways Successfully Achieves Primary Endpoint in First Phase 3 Trial Evaluating COMP360 Psilocybin for Treatment-Resistant Depression,Business Wire,https://www.businesswire.com/news/home/20250623615674/en/Compass-Pathways-Successfully-Achieves-Primary-Endpoint-in-First-Phase-3-Trial-Evaluating-COMP360-Psilocybin-for-Treatment-Resistant-Depression/,"Mon, 23 Jun 2025 03:33:00 GMT",press_release_wire
February,NCT06182592,7+3 (cytarabine and daunorubicin) + Liposomal cytarabine-daunorubicin for injection,Combination regimen being studied to treat High risk (Secondary) Acute Myeloid Leukemia.,"CSPC Zhongnuo Pharmaceutical (Shijiazhuang) Co., Ltd.",2026-02,PHASE3,https://clinicaltrials.gov/study/NCT06182592,A Bridging Study of Liposomal Cytarabine-Daunorubicin in Treating Olderly Patients With Treatment-naive High-Risk (Secondary) Acute Myeloid Leukemia,no_match_found,yes,First Patient Dosed With Annamycin and Cytarabine in Phase 3 AML Trial,Cure Today,https://www.curetoday.com/view/first-patient-dosed-with-annamycin-and-cytarabine-in-phase-3-aml-trial,"Mon, 31 Mar 2025 17:00:00 GMT",media
February,NCT06265428,DB-1303/BNT323 + T-DM1,Combination regimen being studied to treat HER2 positive Breast Cancer.,DualityBio Inc.,2026-02,PHASE3,https://clinicaltrials.gov/study/NCT06265428,A Study to Compare DB-1303/BNT323 Versus T-DM1 in Breast Cancer,no_match_found,yes,,,,,
February,NCT06568471,Lerodalcibep,"Investigational therapy being studied to treat Hypercholesterolemia, Dyslipidemias, and related conditions.","Hasten Biopharmaceutical Co., Ltd.",2026-02,PHASE3,https://clinicaltrials.gov/study/NCT06568471,A Study on Efficacy and Safety of HST101 in Chinese Patients with Hypercholesterolemia,no_match_found,yes,FDA Approves Lerodalcibep for Adults With Hypercholesterolemia,TCTMD,https://www.tctmd.com/news/fda-approves-lerodalcibep-adults-hypercholesterolemia,"Sun, 14 Dec 2025 16:00:00 GMT",media
February,NCT06430437,PD-1/PD-L1 inhibitors、Pemetrexed/ Paclitaxel、Carboplatin/ Cisplatin + SHR-A1811,Combination regimen being studied to treat Non Small Cell Lung Cancer With HER2- Mutations.,"Jiangsu HengRui Medicine Co., Ltd.",2026-02,PHASE3,https://clinicaltrials.gov/study/NCT06430437,A Study of SHR-A1811 in First-line Treatment of Patients With Advanced or Metastatic Non-small Cell Lung Cancer With HER2 Mutations,result_news_found_but_not_press_release,yes,"From “Super Skeptical” Beginnings, a New Immune-Modulatory Vaccine Awaits Phase 3 Results",The American Journal of Managed Care,https://www.ajmc.com/view/from-super-skeptical-beginnings-a-new-immune-modulatory-vaccine-awaits-phase-3-results,"Fri, 02 May 2025 16:59:00 GMT",media
February,NCT06990399,KSI-101,Investigational therapy being studied to treat Macular Edema Secondary to Inflammation.,Kodiak Sciences Inc,2026-02,PHASE3,https://clinicaltrials.gov/study/NCT06990399,A Phase 3 Study to Evaluate the Efficacy and Safety of Intravitreal KSI-101 in Participants With Macular Edema Secondary to Inflammation (MESI) - PEAK,result_news_found_but_not_press_release,yes,Kodiak’s KSI-101 shows promising results in macular edema trial,Investing,https://uk.investing.com/news/company-news/kodiaks-ksi101-shows-promising-results-in-macular-edema-trial-93CH-4347786,"Wed, 05 Nov 2025 04:10:00 GMT",media
February,NCT06160492,5-aminolevulinic acid,Investigational therapy being studied to treat 5 aminolevulinic Acid and Fluorescence guided Resection.,Lee's Pharmaceutical Limited,2026-02,PHASE3,https://clinicaltrials.gov/study/NCT06160492,Phase III Clinical Trial Evaluating the Resection Efficacy of 5-Aminolevulinic Acid Hydrochloride (5-ALA HCl) Fluorescence-Guided Microsurgery Versus Conventional White Light Microsurgery in Patients With Malignant Glioma (WHO Grade 3/4),no_match_found,yes,Lee’s Pharmaceutical Advances in Glioma Surgery: A Phase III Trial Update,MSN,https://www.msn.com/en-us/money/other/lee-s-pharmaceutical-advances-in-glioma-surgery-a-phase-iii-trial-update/ar-AA1Piizj,"Mon, 27 Oct 2025 14:09:00 GMT",media
February,NCT05325645,OPC-34712FUM/ Brexpiprazole fumarate,Investigational therapy being studied to treat Acute Schizophrenia.,"Otsuka Pharmaceutical Co., Ltd.",2026-02,PHASE3,https://clinicaltrials.gov/study/NCT05325645,Trial of Brexpiprazole Once-weekly (QW) Formulation in Patients With Acute Schizophrenia,no_match_found,yes,,,,,
February,NCT05693142,RGX-202,Investigational therapy being studied to treat Duchenne Muscular Dystrophy.,REGENXBIO Inc.,2026-02,PHASE2|PHASE3,https://clinicaltrials.gov/study/NCT05693142,AFFINITY DUCHENNE: RGX-202 Gene Therapy in Participants With Duchenne Muscular Dystrophy (DMD),result_news_found_but_not_press_release,yes,Regenxbio's Duchenne gene therapy clears phase 3 hurdle,pharmaphorum,https://pharmaphorum.com/news/regenxbios-duchenne-gene-therapy-clears-phase-3-hurdle,"Thu, 14 May 2026 05:22:00 GMT",media
February,NCT06724614,VDPHL01,Investigational therapy being studied to treat Androgenetic Alopecia and Male Pattern Baldness.,"Veradermics, Inc.",2026-02,PHASE2|PHASE3,https://clinicaltrials.gov/study/NCT06724614,Efficacy and Safety of VDPHL01 in Males With AGA,no_match_found,yes,Veradermics to Hold Conference Call to Discuss Topline Results from Phase 2/3 ‘302’ Study of VDPHL01 in Males with Mild-to-Moderate Pattern Hair Loss,Morningstar,https://www.morningstar.com/news/business-wire/20260426443174/veradermics-to-hold-conference-call-to-discuss-topline-results-from-phase-23-302-study-of-vdphl01-in-males-with-mild-to-moderate-pattern-hair-loss,"Sun, 26 Apr 2026 06:00:00 GMT",media
February,NCT06766357,Cyclosporine ophthalmic gel,Investigational therapy being studied to treat Moderate to Severe Dry Eye.,Zhaoke (Guangzhou) Ophthalmology Pharmaceutical Ltd.,2026-02,PHASE3,https://clinicaltrials.gov/study/NCT06766357,A Study of the Efficacy and Safety of Cyclosporin Ophthalmic Gel in Subjects With Moderate to Severe Dry Eye Disease,result_news_found_but_not_press_release,yes,"Cyclosporine Ophthalmic Solution 0.09% Effective, Safe in Treating Dry Eye",The American Journal of Managed Care,https://www.ajmc.com/view/cyclosporine-ophthalmic-solution-0-09-effective-safe-in-treating-dry-eye,"Tue, 11 Mar 2025 17:00:00 GMT",media
March,NCT07186426,HSK21542 + morphine,Combination regimen being studied to treat Postoperative Pain Management.,"Haisco Pharmaceutical Group Co., Ltd.",2026-03-01,PHASE3,https://clinicaltrials.gov/study/NCT07186426,A Clinical Trial Evaluating the Efficacy and Safety of HSK21542 in Patients for Postoperative Pain Treatment in Orthopedic Surgery,no_match_found,yes,,,,,
March,NCT04910776,avalglucosidase alfa,Investigational therapy being studied to treat Glycogen Storage Disease Type II.,Sanofi,2026-03-02,PHASE3,https://clinicaltrials.gov/study/NCT04910776,Clinical Study for Treatment-naïve IOPD Babies to Evaluate Efficacy and Safety of ERT With Avalglucosidase Alfa,no_match_found,yes,,,,,
March,NCT06161571,Efruxifermin,Investigational therapy being studied to treat NASH/MASH and NAFLD/MASLD.,"Akero Therapeutics, Inc",2026-03-03,PHASE3,https://clinicaltrials.gov/study/NCT06161571,A Study Evaluating Efruxifermin in Subjects With Non-invasively Diagnosed Nonalcoholic Steatohepatitis (NASH)/Metabolic Dysfunction-Associated Steatohepatitis (MASH) and Nonalcoholic Fatty Liver Disease (NAFLD)/Metabolic Dysfunction-Associated Steatotic Liver Disease (MASLD),no_match_found,yes,Akero Therapeutics’ Phase 3 Study on Efruxifermin: A Potential Game-Changer for NASH/MASH Treatment,The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/AKRO/pressreleases/35745025/akero-therapeutics-phase-3-study-on-efruxifermin-a-potential-game-changer-for-nashmash-treatment/,"Tue, 28 Oct 2025 16:30:00 GMT",media
March,NCT06502366,BDA MDI HFA 160/180 μg + BDA MDI HFO 160/180 μg,Combination regimen being studied to treat Asthma.,AstraZeneca,2026-03-03,PHASE3,https://clinicaltrials.gov/study/NCT06502366,A Study to Investigate the Effect on Lung Function of BDA Formulated With a Next Generation Propellant Compared With an Approved Asthma Treatment (BDA With HFA Propellant) in Participants With Asthma,no_match_found,yes,,,,,
